nNo
646
X0    X1   No   
0 0 0
6 0 1
6 0.3 2
0 0.3 3
0.1999999999991098 0 4
0.3999999999982407 0 5
0.5999999999975234 0 6
0.7999999999967187 0 7
0.9999999999956506 0 8
1.199999999994909 0 9
1.399999999994197 0 10
1.599999999993484 0 11
1.799999999992772 0 12
1.999999999992059 0 13
2.199999999991346 0 14
2.399999999990634 0 15
2.599999999989921 0 16
2.799999999989208 0 17
2.999999999988583 0 18
3.199999999989264 0 19
3.399999999990031 0 20
3.599999999990798 0 21
3.799999999991565 0 22
3.999999999992331 0 23
4.199999999993098 0 24
4.399999999993865 0 25
4.599999999994631 0 26
4.799999999995399 0 27
4.999999999996166 0 28
5.199999999996932 0 29
5.399999999997699 0 30
5.599999999998466 0 31
5.799999999999233 0 32
0.06666666666637104 0 33
0.1333333333327417 0 34
0.2666666666654804 0 35
0.3333333333318504 0 36
0.4666666666646724 0 37
0.5333333333310962 0 38
0.6666666666639495 0 39
0.7333333333303755 0 40
0.8666666666630294 0 41
0.9333333333293401 0 42
1.066666666662074 0 43
1.133333333328511 0 44
1.266666666661348 0 45
1.333333333327777 0 46
1.466666666660654 0 47
1.533333333327088 0 48
1.666666666659916 0 49
1.733333333326353 0 50
1.86666666665917 0 51
1.933333333325619 0 52
2.066666666658454 0 53
2.133333333324956 0 54
2.266666666657789 0 55
2.333333333324233 0 56
2.466666666657036 0 57
2.533333333323492 0 58
2.666666666656391 0 59
2.733333333322805 0 60
2.86666666665566 0 61
2.933333333322056 0 62
3.066666666655421 0 63
3.133333333322276 0 64
3.266666666656204 0 65
3.333333333323117 0 66
3.466666666656931 0 67
3.533333333323839 0 68
3.666666666657705 0 69
3.733333333324607 0 70
3.866666666658483 0 71
3.933333333325378 0 72
4.066666666659275 0 73
4.133333333326187 0 74
4.266666666660053 0 75
4.333333333326926 0 76
4.46666666666076 0 77
4.533333333327644 0 78
4.666666666661579 0 79
4.733333333328534 0 80
4.866666666662313 0 81
4.933333333329206 0 82
5.066666666663071 0 83
5.13333333332996 0 84
5.266666666663799 0 85
5.333333333330731 0 86
5.466666666664579 0 87
5.533333333331541 0 88
5.666666666665325 0 89
5.733333333332287 0 90
5.866666666666239 0 91
5.933333333333156 0 92
6 0.1499999999996189 93
6 0.04999999999990308 94
6 0.09999999999976099 95
6 0.1999999999997906 96
6 0.2499999999998828 97
5.800000000002399 0.3 98
5.600000000004347 0.3 99
5.400000000003867 0.3 100
5.200000000004046 0.3 101
5.000000000006329 0.3 102
4.800000000005999 0.3 103
4.600000000005437 0.3 104
4.400000000004876 0.3 105
4.200000000004314 0.3 106
4.000000000003867 0.3 107
3.800000000004728 0.3 108
3.600000000005648 0.3 109
3.400000000006567 0.3 110
3.200000000007486 0.3 111
3.000000000008319 0.3 112
2.800000000007844 0.3 113
2.600000000007284 0.3 114
2.400000000006723 0.3 115
2.200000000006163 0.3 116
2.000000000005603 0.3 117
1.800000000005042 0.3 118
1.600000000004482 0.3 119
1.400000000003922 0.3 120
1.200000000003362 0.3 121
1.000000000002801 0.3 122
0.8000000000022416 0.3 123
0.6000000000016801 0.3 124
0.4000000000011203 0.3 125
0.2000000000005606 0.3 126
5.933333333334085 0.3 127
5.866666666668314 0.3 128
5.733333333336423 0.3 129
5.666666666670449 0.3 130
5.533333333337484 0.3 131
5.466666666670657 0.3 132
5.333333333337279 0.3 133
5.266666666670619 0.3 134
5.133333333338053 0.3 135
5.066666666672109 0.3 136
4.933333333339539 0.3 137
4.8666666666727 0.3 138
4.733333333339246 0.3 139
4.666666666672363 0.3 140
4.533333333338645 0.3 141
4.466666666671778 0.3 142
4.333333333337951 0.3 143
4.266666666671258 0.3 144
4.133333333337658 0.3 145
4.066666666670772 0.3 146
3.933333333337515 0.3 147
3.866666666671131 0.3 148
3.733333333338368 0.3 149
3.666666666672008 0.3 150
3.533333333339229 0.3 151
3.466666666672919 0.3 152
3.333333333340213 0.3 153
3.266666666673895 0.3 154
