nNo
2695
X0    X1   No   
0 0 0
0.0663 0 1
0.0663 2 2
0 2 3
0.02209999999994291 0 4
0.04419999999995258 0 5
0.00736666666665161 0 6
0.01473333333329726 0 7
0.02946666666659562 0 8
0.03683333333326629 0 9
0.05156666666663842 0 10
0.05893333333331563 0 11
0.0663 0.02631578947363454 12
0.0663 0.0526315789472689 13
0.0663 0.07894736842089856 14
0.0663 0.1052631578945243 15
0.0663 0.1315789473681561 16
0.0663 0.1578947368417986 17
0.0663 0.1842105263154425 18
0.0663 0.2105263157890865 19
0.0663 0.2368421052627296 20
0.0663 0.2631578947363554 21
0.0663 0.2894736842099637 22
0.0663 0.3157894736835712 23
0.0663 0.3421052631571787 24
0.0663 0.3684210526307861 25
0.0663 0.3947368421043936 26
0.0663 0.4210526315780011 27
0.0663 0.4473684210516085 28
0.0663 0.473684210525216 29
0.0663 0.4999999999988235 30
0.0663 0.526315789472431 31
0.0663 0.5526315789460384 32
0.0663 0.5789473684196459 33
0.0663 0.6052631578932534 34
0.0663 0.6315789473668609 35
0.0663 0.6578947368404684 36
0.0663 0.6842105263140759 37
0.0663 0.7105263157876832 38
0.0663 0.7368421052612908 39
0.0663 0.7631578947348983 40
0.0663 0.7894736842085057 41
0.0663 0.8157894736821133 42
0.0663 0.8421052631557207 43
0.0663 0.8684210526293281 44
0.0663 0.8947368421029356 45
0.0663 0.921052631576543 46
0.0663 0.9473684210501507 47
0.0663 0.9736842105237581 48
0.0663 0.9999999999973873 49
0.0663 1.026315789471119 50
0.0663 1.052631578944873 51
0.0663 1.078947368418626 52
0.0663 1.105263157892379 53
0.0663 1.131578947366133 54
0.0663 1.157894736839886 55
0.0663 1.18421052631364 56
0.0663 1.210526315787393 57
0.0663 1.236842105261147 58
0.0663 1.2631578947349 59
0.0663 1.289473684208654 60
0.0663 1.315789473682407 61
0.0663 1.342105263156161 62
0.0663 1.368421052629914 63
0.0663 1.394736842103667 64
0.0663 1.421052631577421 65
0.0663 1.447368421051174 66
0.0663 1.473684210524928 67
0.0663 1.499999999998681 68
0.0663 1.526315789472434 69
0.0663 1.552631578946188 70
0.0663 1.578947368419941 71
0.0663 1.605263157893695 72
0.0663 1.631578947367448 73
0.0663 1.657894736841202 74
0.0663 1.684210526314955 75
0.0663 1.710526315788709 76
0.0663 1.736842105262462 77
0.0663 1.763157894736216 78
0.0663 1.78947368420997 79
0.0663 1.815789473683724 80
0.0663 1.842105263157477 81
0.0663 1.868421052631231 82
0.0663 1.894736842104985 83
0.0663 1.921052631578739 84
0.0663 1.947368421052493 85
0.0663 1.973684210526246 86
0.0663 0.008771929824544621 87
0.0663 0.01754385964908958 88
0.0663 0.03508771929817932 89
0.0663 0.04385964912272411 90
0.0663 0.06140350877181404 91
0.0663 0.07017543859635646 92
0.0663 0.08771929824544046 93
0.0663 0.09649122806998237 94
0.0663 0.1140350877190666 95
0.0663 0.122807017543609 96
0.0663 0.1403508771927036 97
0.0663 0.1491228070172511 98
0.0663 0.1666666666663466 99
0.0663 0.1754385964908946 100
0.0663 0.1929824561399905 101
0.0663 0.2017543859645385 102
0.0663 0.2192982456136342 103
0.0663 0.2280701754381819 104
0.0663 0.2456140350872776 105
0.0663 0.2543859649118195 106
0.0663 0.2719298245608915 107
