nNo
1189
X0    X1   No   
0 0 0
6 0 1
6 0.3 2
0 0.3 3
0.1363636363630309 0 4
0.2727272727260548 0 5
0.4090909090891131 0 6
0.5454545454522601 0 7
0.68181818181541 0 8
0.8181818181784338 0 9
0.9545454545413314 0 10
1.090909090904383 0 11
1.227272727267533 0 12
1.363636363630683 0 13
1.499999999993833 0 14
1.636363636356984 0 15
1.772727272720134 0 16
1.909090909083284 0 17
2.045454545446434 0 18
2.181818181809584 0 19
2.318181818172734 0 20
2.454545454535884 0 21
2.590909090899035 0 22
2.727272727262185 0 23
2.863636363625335 0 24
2.999999999988572 0 25
3.136363636352645 0 26
3.272727272716805 0 27
3.409090909080965 0 28
3.545454545445125 0 29
3.681818181809284 0 30
3.818181818173444 0 31
3.954545454537604 0 32
4.090909090901764 0 33
4.227272727265923 0 34
4.363636363630084 0 35
4.499999999994243 0 36
4.636363636358403 0 37
4.772727272722562 0 38
4.909090909086722 0 39
5.045454545450882 0 40
5.181818181815042 0 41
5.318181818179202 0 42
5.454545454543362 0 43
5.590909090907521 0 44
5.727272727271681 0 45
5.863636363635841 0 46
0.04545454545434387 0 47
0.09090909090868705 0 48
0.1818181818173835 0 49
0.2272727272717226 0 50
0.3181818181803977 0 51
0.3636363636347407 0 52
0.4545454545434922 0 53
0.4999999999978864 0 54
0.5909090909066408 0 55
0.6363636363610208 0 56
0.7272727272697832 0 57
0.772727272724125 0 58
0.8636363636327331 0 59
0.9090909090870324 0 60
0.9999999999956815 0 61
1.045454545450033 0 62
1.136363636358763 0 63
1.181818181813167 0 64
1.272727272721923 0 65
1.318181818176317 0 66
1.409090909085096 0 67
1.454545454539482 0 68
1.545454545448227 0 69
1.590909090902558 0 70
1.681818181811413 0 71
1.727272727265788 0 72
1.818181818174524 0 73
1.863636363628897 0 74
1.954545454537653 0 75
1.999999999992083 0 76
2.090909090900783 0 77
2.136363636355169 0 78
2.227272727263959 0 79
2.272727272718359 0 80
2.363636363627146 0 81
2.409090909081546 0 82
2.499999999990294 0 83
2.545454545444619 0 84
2.636363636353422 0 85
2.681818181807787 0 86
2.772727272716553 0 87
2.818181818170946 0 88
2.909090909079768 0 89
2.954545454534182 0 90
3.045454545443259 0 91
3.090909090897955 0 92
3.181818181807348 0 93
3.227272727262064 0 94
3.318181818171517 0 95
3.363636363626253 0 96
3.454545454535693 0 97
3.499999999990397 0 98
3.590909090899824 0 99
3.636363636354567 0 100
3.727272727264024 0 101
3.772727272718704 0 102
3.863636363628169 0 103
3.909090909082916 0 104
3.999999999992336 0 105
4.045454545447011 0 106
4.136363636356401 0 107
4.181818181811213 0 108
4.272727272720686 0 109
4.318181818175297 0 110
4.40909090908476 0 111
4.454545454539513 0 112
4.545454545448974 0 113
4.590909090903645 0 114
4.681818181813139 0 115
4.727272727267862 0 116
4.818181818177306 0 117
4.863636363632002 0 118
4.954545454541401 0 119
4.999999999996166 0 120
5.090909090905614 0 121
5.136363636360285 0 122
5.227272727269766 0 123
5.272727272724514 0 124
5.363636363633933 0 125
5.409090909088618 0 126
5.499999999998066 0 127
5.545454545452817 0 128
5.636363636362265 0 129
5.681818181816949 0 130
5.772727272726369 0 131
5.818181818181117 0 132
5.909090909090601 0 133
5.954545454545301 0 134
6 0.07499999999982658 135
6 0.149999999999619 136
6 0.2249999999998122 137
6 0.02499999999995325 138
6 0.04999999999989933 139
6 0.09999999999975741 140
6 0.1249999999996882 141
6 0.17499999999966 142
6 0.1999999999997344 143
6 0.2499999999998792 144
6 0.2749999999999707 145
5.863636363637999 0.3 146
5.727272727276 0.3 147
5.590909090913447 0.3 148
5.454545454549476 0.3 149
5.318181818185457 0.3 150
5.181818181822448 0.3 151
5.045454545460447 0.3 152
4.909090909097216 0.3 153
4.772727272733198 0.3 154
4.636363636369179 0.3 155
4.50000000000516 0.3 156
4.363636363641142 0.3 157
4.227272727277123 0.3 158
4.090909090913105 0.3 159
3.95454545454948 0.3 160
3.818181818186471 0.3 161
